EPOCH #,EQ Loss,IC Loss,BC Loss,Total Loss
0,1.7510525,0.17132565,0.6395905,2.5619688
100,0.018188294,0.00012959642,0.008663845,0.026981736
200,0.0083581675,0.0001467204,0.005742754,0.014247642
300,0.0046717077,0.00010283225,0.0042498177,0.009024357
400,0.0035877847,8.613048e-05,0.0035314928,0.007205408
500,0.016234193,0.00083751586,0.003333795,0.020405505
600,0.002585144,9.72164e-05,0.0027853122,0.005467673
700,0.0020992314,8.750641e-05,0.0023180798,0.004504818
800,0.0018066284,7.993479e-05,0.0019480491,0.0038346122
900,0.0020532424,9.235457e-05,0.0020646611,0.004210258
1000,0.0015945444,7.036388e-05,0.0016916551,0.0033565636
1100,0.0014396437,6.153267e-05,0.0015384895,0.0030396658
1200,0.001299771,5.4380907e-05,0.001403734,0.002757886
1300,0.001172186,4.854357e-05,0.0012822717,0.0025030014
1400,0.0010546608,4.3637247e-05,0.0011704072,0.0022687053
1500,0.00094316126,3.9257204e-05,0.0010641308,0.0020465492
1600,0.0008342793,3.506119e-05,0.00096013374,0.0018294741
1700,0.000727598,3.0833926e-05,0.00085663,0.0016150618
1800,0.000626052,2.6483558e-05,0.00075363985,0.0014061753
1900,0.000534297,2.2055094e-05,0.0006528964,0.0012092486
2000,0.0004560232,1.7718736e-05,0.0005573215,0.0010310634
2100,0.00039209164,1.3735675e-05,0.0004699909,0.0008758182
2200,0.00037347522,1.5598485e-05,0.00043451652,0.0008235902
2300,0.00031778408,9.24933e-06,0.0003601669,0.0006872003
2400,0.00028364258,6.792983e-06,0.00029840294,0.00058883853
2500,0.008641085,0.00033361863,0.0033411286,0.012315832
2600,0.00025577252,4.527985e-06,0.00023039995,0.0004907005
2700,0.00023359805,3.5888593e-06,0.00019277241,0.00042995933
2800,0.00021880204,2.9542687e-06,0.0001633243,0.0003850806
2900,0.00040906816,1.8629787e-06,0.00019787159,0.0006088028
3000,0.00020769895,2.2899112e-06,0.00013492788,0.00034491674
3100,0.00019529274,2.0813156e-06,0.000116879324,0.00031425335
3200,0.0012785931,2.3265664e-05,0.00038145884,0.0016833177
3300,0.00018964244,1.5112836e-06,0.00010262787,0.00029378157
3400,0.000177096,1.6532433e-06,8.923425e-05,0.0002679835
3500,0.00016745158,1.573944e-06,7.9620215e-05,0.00024864572
3600,0.0001825234,1.0202234e-06,7.8582765e-05,0.0002621264
3700,0.00016393152,1.4069528e-06,7.147355e-05,0.00023681202
3800,0.00015428403,1.3594945e-06,6.4664215e-05,0.00022030775
3900,0.00022917512,3.5217315e-06,8.1458355e-05,0.00031415522
4000,0.0001496223,1.2225694e-06,5.8444217e-05,0.00020928908
4100,0.00015281461,1.515499e-06,5.2318297e-05,0.0002066484
4200,0.00014637406,9.128531e-07,5.2976327e-05,0.00020026324
4300,0.00013504628,1.1410759e-06,4.880967e-05,0.00018499703
4400,0.0002061989,3.4961963e-06,4.8842696e-05,0.0002585378
4500,0.0001308272,1.0565484e-06,4.481668e-05,0.00017670043
4600,0.00022010002,2.1314434e-06,4.703139e-05,0.00026926285
4700,0.00013175627,7.668294e-07,4.192655e-05,0.00017444964
4800,0.00011992383,9.65734e-07,3.9136616e-05,0.00016002619
4900,0.0023856543,0.00020850221,0.0007717947,0.0033659511
5000,0.000117391704,9.0567846e-07,3.7249178e-05,0.00015554656
5100,0.000115588184,8.8556044e-07,3.638505e-05,0.00015285879
5200,0.000113702685,8.8759845e-07,3.583944e-05,0.00015042971
5300,0.00011188482,8.859555e-07,3.5304867e-05,0.00014807563
5400,0.000110120964,8.812773e-07,3.4765362e-05,0.0001457676
5500,0.000108393804,8.7507544e-07,3.4217606e-05,0.0001434865
5600,0.000106694635,8.6767284e-07,3.365655e-05,0.00014121886
5700,0.0001050173,8.5938063e-07,3.3077962e-05,0.00013895464
5800,0.000103356004,8.506775e-07,3.2481374e-05,0.00013668806
5900,0.00010170718,8.413511e-07,3.1866395e-05,0.00013441492
6000,0.0001000672,8.318813e-07,3.123457e-05,0.00013213365
6100,9.8430755e-05,8.221006e-07,3.058752e-05,0.00012984037
6200,9.67995e-05,8.11875e-07,2.9926206e-05,0.00012753758
6300,9.516776e-05,8.0174067e-07,2.9254727e-05,0.00012522422
6400,9.353736e-05,7.911116e-07,2.85727e-05,0.00012290118
6500,9.190664e-05,7.802808e-07,2.7881486e-05,0.0001205684
6600,9.027384e-05,7.69281e-07,2.718736e-05,0.00011823048
6700,8.8639434e-05,7.5807304e-07,2.648811e-05,0.00011588562
6800,8.70054e-05,7.4672243e-07,2.5787513e-05,0.00011353964
6900,8.5369466e-05,7.347818e-07,2.5087407e-05,0.00011119166
7000,8.3732244e-05,7.2304294e-07,2.4391527e-05,0.00010884681
7100,8.20961e-05,7.110299e-07,2.369751e-05,0.00010650464
7200,8.0461265e-05,6.9894e-07,2.3010274e-05,0.00010417048
7300,7.882621e-05,6.8679935e-07,2.2330329e-05,0.00010184334
7400,7.719521e-05,6.745481e-07,2.166012e-05,9.9529876e-05
7500,7.556592e-05,6.62366e-07,2.0999561e-05,9.722785e-05
7600,7.3942254e-05,6.502247e-07,2.0350135e-05,9.494261e-05
7700,7.2321294e-05,6.3835085e-07,1.9713954e-05,9.2673596e-05
7800,7.070682e-05,6.2651054e-07,1.9090741e-05,9.0424066e-05
7900,6.9095964e-05,6.1501726e-07,1.8483164e-05,8.8194145e-05
8000,6.749025e-05,6.036976e-07,1.7888891e-05,8.598284e-05
8100,6.993515e-05,6.59664e-07,1.7225615e-05,8.782043e-05
8200,6.47235e-05,5.8341203e-07,1.6969378e-05,8.2276296e-05
8300,6.322908e-05,5.754763e-07,1.6424203e-05,8.022876e-05
8400,6.286503e-05,5.724129e-07,1.5807474e-05,7.924492e-05
8500,6.077897e-05,5.597587e-07,1.5577225e-05,7.691596e-05
8600,0.0001234901,7.093845e-07,2.934473e-05,0.00015354423
8700,5.839791e-05,5.4163917e-07,1.4945369e-05,7.388491e-05
8800,5.7120018e-05,5.3817905e-07,1.44262485e-05,7.208445e-05
8900,8.971924e-05,6.672555e-07,9.833789e-06,0.000100220284
9000,5.4995657e-05,5.132126e-07,1.3638675e-05,6.914754e-05
9100,5.376758e-05,5.181052e-07,1.32331e-05,6.7518784e-05
9200,5.3270534e-05,4.7535278e-07,1.2795977e-05,6.654186e-05
9300,5.1435363e-05,5.038075e-07,1.28292695e-05,6.476844e-05
9400,5.1071114e-05,5.6464995e-07,1.2675535e-05,6.43113e-05
9500,4.942423e-05,5.017505e-07,1.2303952e-05,6.2229934e-05
9600,4.943647e-05,4.304715e-07,1.2410968e-05,6.227791e-05
9700,4.8003276e-05,4.710692e-07,1.1836102e-05,6.031045e-05
9800,4.6504312e-05,4.965588e-07,1.1738652e-05,5.8739523e-05
9900,4.5329696e-05,5.028002e-07,1.1468232e-05,5.730073e-05
10000,4.4809076e-05,5.088183e-07,1.1066002e-05,5.6383895e-05
10100,0.00015747442,1.7395902e-06,3.4044315e-05,0.00019325834
10200,4.258145e-05,4.7936317e-07,1.0801464e-05,5.3862277e-05
10300,4.138461e-05,4.858158e-07,1.0599768e-05,5.2470194e-05
10400,4.0448518e-05,5.315904e-07,1.0817112e-05,5.179722e-05
10500,4.022172e-05,5.6006127e-07,1.0445126e-05,5.1226903e-05
10600,3.8655056e-05,4.5976876e-07,1.0071948e-05,4.9186772e-05
10700,3.8449078e-05,4.1847346e-07,9.6585845e-06,4.8526137e-05
10800,3.6838985e-05,4.7177338e-07,9.749697e-06,4.7060454e-05
10900,3.6582835e-05,4.7720084e-07,9.630786e-06,4.669082e-05
11000,3.5170455e-05,4.6734576e-07,9.473084e-06,4.5110883e-05
11100,3.4831522e-05,4.371446e-07,9.318209e-06,4.4586875e-05
11200,3.3635068e-05,4.6467557e-07,9.209974e-06,4.330972e-05
11300,3.2787488e-05,4.3359054e-07,9.04029e-06,4.2261367e-05
11400,3.222285e-05,4.9011413e-07,9.071856e-06,4.1784824e-05
11500,3.1274936e-05,4.6343547e-07,8.8394e-06,4.0577772e-05
11600,4.7134574e-05,2.7029514e-06,1.4801087e-05,6.463861e-05
11700,3.149106e-05,3.6216002e-07,8.898346e-06,4.075157e-05
11800,4.076372e-05,3.290003e-07,1.10835135e-05,5.2176234e-05
11900,2.8861627e-05,3.8986454e-07,8.431358e-06,3.768285e-05
12000,2.8013015e-05,4.4542338e-07,8.142601e-06,3.660104e-05
12100,5.371321e-05,5.155053e-06,2.0581694e-05,7.944996e-05
12200,2.7994853e-05,3.5433374e-07,8.283774e-06,3.6632962e-05
12300,3.5300738e-05,1.9288707e-06,1.3795043e-05,5.1024654e-05
12400,2.5206722e-05,4.451443e-07,7.768105e-06,3.3419972e-05
12500,2.5324929e-05,3.6477135e-07,7.434962e-06,3.3124663e-05
12600,2.4197278e-05,4.639267e-07,7.744553e-06,3.240576e-05
12700,2.3683513e-05,4.6206384e-07,7.5408984e-06,3.1686475e-05
12800,0.00035299736,6.013087e-06,9.291769e-05,0.00045192812
12900,2.2931505e-05,4.1416473e-07,7.2538282e-06,3.0599498e-05
13000,2.2299755e-05,4.1670623e-07,7.1268228e-06,2.9843284e-05
13100,2.2208409e-05,5.869337e-07,7.669439e-06,3.046478e-05
13200,2.152672e-05,4.078485e-07,6.9626117e-06,2.8897179e-05
13300,2.4732955e-05,2.480443e-07,7.352041e-06,3.2333042e-05
13400,2.0812524e-05,3.9866114e-07,6.777484e-06,2.7988668e-05
13500,0.0007063549,1.7647775e-05,0.00016482812,0.00088883075
13600,2.0181587e-05,4.0403097e-07,6.6386647e-06,2.7224283e-05
13700,1.9679976e-05,3.8881612e-07,6.513332e-06,2.6582124e-05
13800,0.0003526513,6.7297055e-06,7.119424e-05,0.00043057525
13900,1.9085512e-05,3.624961e-07,6.3496623e-06,2.579767e-05
14000,1.9650783e-05,3.450314e-07,6.5101963e-06,2.650601e-05
14100,1.8419067e-05,3.716899e-07,6.1856963e-06,2.4976454e-05
14200,2.7143922e-05,3.197108e-07,7.6063097e-06,3.506994e-05
14300,1.7906968e-05,3.5560447e-07,6.0327243e-06,2.4295297e-05
14400,1.7896544e-05,3.0369785e-07,5.9560043e-06,2.4156247e-05
