EPOCH #,EQ Loss,IC Loss,BC Loss,Total Loss
0,13.194252,0.01487661,0.25633335,13.465462
100,0.07798559,0.00038736558,0.10171986,0.18009283
200,0.091513075,0.0021682861,0.09924759,0.19292895
300,0.0075957086,4.806427e-05,0.011752578,0.01939635
400,0.003985423,6.132469e-06,0.004041988,0.008033544
500,0.0025141682,2.803708e-06,0.001560015,0.004076987
600,0.0026323602,3.948057e-06,0.0021308986,0.0047672065
700,0.001562711,2.4121123e-06,0.0007842019,0.002349325
800,0.410781,0.0042772065,0.047166176,0.46222436
900,0.0011528712,2.5219936e-06,0.00047892667,0.0016343199
1000,0.08164155,0.00012563614,0.0031195015,0.084886685
1100,0.0006992701,2.058619e-06,0.00026924707,0.0009705758
1200,0.00059358706,1.8313107e-06,0.00022201001,0.0008174284
1300,0.00051148323,1.5716017e-06,0.00018831987,0.0007013747
1400,0.00044392978,1.3631327e-06,0.00016226825,0.00060756115
1500,0.0003881651,1.2045645e-06,0.00014117127,0.00053054094
1600,0.00034189134,1.0829104e-06,0.00012369761,0.00046667186
1700,0.0003032257,9.870696e-07,0.000109047076,0.00041325984
1800,0.0002706939,9.0995263e-07,9.6652795e-05,0.00036825667
1900,0.00024312467,8.454164e-07,8.607876e-05,0.00033004885
2000,0.00021961062,7.902906e-07,7.699326e-05,0.00029739417
2100,0.0002804911,9.648205e-07,0.00010243722,0.00038389314
2200,0.00021839954,8.785261e-07,7.730634e-05,0.0002965844
2300,0.0014524055,2.332911e-05,0.0005209165,0.001996651
2400,0.0002681892,9.594633e-07,7.928829e-05,0.00034843697
2500,0.00019649445,7.0454723e-07,6.251138e-05,0.0002597104
2600,0.0002915713,1.0881313e-06,8.125512e-05,0.00037391458
2700,0.0007602621,2.5234118e-05,0.00038072595,0.001166222
2800,0.00023706183,8.62043e-07,5.960649e-05,0.00029753038
2900,0.0001820205,5.188548e-07,4.9715487e-05,0.00023225484
3000,0.027992046,0.0018410776,0.013922282,0.043755405
3100,0.0004187392,1.5501024e-06,0.00011567848,0.0005359678
3200,0.0002847803,1.353564e-06,8.2457394e-05,0.00036859128
3300,0.00022715099,1.18798e-06,6.785489e-05,0.00029619387
3400,0.00019114497,1.04024e-06,5.8076308e-05,0.0002502615
3500,0.00016551834,9.115323e-07,5.0554874e-05,0.00021698474
3600,0.00014596185,8.0004395e-07,4.4448167e-05,0.00019121007
3700,0.0044489824,8.111266e-06,0.0012673038,0.0057243975
3800,0.000162617,4.5668986e-07,4.2408352e-05,0.00020548204
3900,0.00013527647,4.5405181e-07,3.6158362e-05,0.00017188888
4000,0.00014056003,1.4814356e-06,4.3106913e-05,0.00018514837
4100,0.00017794257,4.887144e-07,3.804853e-05,0.0002164798
4200,0.0001313366,3.541947e-07,3.152935e-05,0.00016322013
4300,0.0006611744,2.077717e-05,0.0002541449,0.0009360965
4400,0.0067392485,3.01749e-05,0.0005483907,0.007317814
4500,0.00014899774,1.7128843e-07,2.9096487e-05,0.00017826552
4600,0.000111818685,2.1762571e-07,2.4665424e-05,0.00013670172
4700,0.0036664964,7.269825e-05,0.001439557,0.0051787514
4800,0.001754021,6.3253014e-05,0.00096173957,0.0027790137
4900,0.00016740894,5.137562e-07,3.2622615e-05,0.00020054531
5000,0.0028996225,5.887234e-05,0.0009016739,0.0038601689
5100,0.00015785378,3.4182713e-07,3.2035685e-05,0.00019023128
5200,0.00013939379,3.3239016e-07,2.8366816e-05,0.000168093
5300,0.00012965774,3.0996083e-07,2.6530579e-05,0.00015649828
5400,0.00012215045,2.9247744e-07,2.5218538e-05,0.00014766147
5500,0.00011575327,2.793185e-07,2.414425e-05,0.00014017684
