EPOCH #,EQ Loss,IC Loss,BC Loss,Total Loss
0,1.4760731,0.010830283,0.104047336,1.5909507
100,0.04265791,9.3569004e-05,0.012461709,0.055213187
200,0.017912598,1.7051007e-05,0.012954582,0.030884232
300,0.012461105,1.5648786e-05,0.01159131,0.024068063
400,0.009196065,1.3324093e-05,0.010092574,0.019301964
500,0.007409192,1.0159266e-05,0.011595758,0.01901511
600,0.005057219,7.575863e-06,0.0071544647,0.01221926
700,0.0031615812,6.233102e-06,0.005317446,0.00848526
800,0.012199152,8.25472e-05,0.00895646,0.02123816
900,0.0018894686,6.5272966e-06,0.0029430208,0.0048390166
1000,0.0013380523,3.9712113e-06,0.0019656578,0.0033076813
1100,0.0011419931,3.1217453e-06,0.0016107496,0.0027558645
1200,0.0009769029,2.412328e-06,0.0013170204,0.0022963358
1300,0.0008351667,1.827015e-06,0.0010729908,0.0019099845
1400,0.00071418454,1.336312e-06,0.00087123894,0.0015867598
1500,0.0006153103,9.3967526e-07,0.0007060343,0.0013222843
1600,0.000539384,6.6163074e-07,0.0005738929,0.0011139385
1700,0.00048160262,4.956063e-07,0.00047082422,0.0009529224
1800,0.0004349712,4.0483823e-07,0.0003907585,0.0008261345
1900,0.00039514137,3.5672068e-07,0.00032752432,0.0007230224
2000,0.00036012183,3.3587867e-07,0.00027664268,0.00063710037
2100,0.00049094536,1.5466642e-06,0.0003467811,0.0008392731
2200,0.000389219,4.528444e-07,0.00027072156,0.0006603934
2300,0.00035085157,3.867537e-07,0.00022027393,0.0005715122
2400,0.00031774843,3.6141452e-07,0.00018405038,0.0005021602
2500,0.0012612919,4.1624997e-05,0.00049075135,0.0017936683
2600,0.00035408253,3.886674e-07,0.00021934355,0.00057381473
2700,0.00030957253,3.3522815e-07,0.00016890379,0.00047881153
2800,0.0002753528,3.341127e-07,0.00013864855,0.00041433546
2900,0.00024608348,3.5050078e-07,0.00011696503,0.000363399
3000,0.0003559326,1.6424021e-06,0.00019454016,0.00055211515
3100,0.00025260544,2.7366082e-07,0.00013484884,0.00038772795
3200,0.00021906455,3.0277357e-07,0.00010746702,0.00032683433
3300,0.00019211438,3.189225e-07,8.939641e-05,0.0002818297
3400,0.00046281522,4.637349e-06,0.00019712458,0.0006645772
3500,0.0001929649,2.5012656e-07,0.00010115477,0.0002943698
3600,0.00016328173,2.7176657e-07,7.927111e-05,0.00024282461
3700,0.00014168234,2.8926857e-07,6.542734e-05,0.00020739893
3800,0.00027632044,2.4102585e-06,0.0001292376,0.0004079683
3900,0.00014580361,1.8610046e-07,7.227034e-05,0.00021826006
4000,0.000122000165,2.0670181e-07,5.701674e-05,0.0001792236
4100,0.00010695674,1.764524e-07,4.715031e-05,0.00015428351
4200,0.00015274373,1.1622156e-07,7.345709e-05,0.00022631705
4300,0.00010938226,1.2992726e-07,5.051931e-05,0.0001600315
4400,9.243192e-05,1.423193e-07,4.1138446e-05,0.00013371269
4500,0.0022183587,5.2466243e-05,0.0005022303,0.0027730553
4600,9.982457e-05,8.2857674e-08,4.536082e-05,0.00014526825
4700,8.1077305e-05,1.0232394e-07,3.5989924e-05,0.000117169555
4800,0.0027960103,3.866021e-05,0.00029802875,0.0031326993
4900,9.3329894e-05,8.4605624e-08,4.2148116e-05,0.00013556262
5000,7.1785136e-05,8.46653e-08,3.2583324e-05,0.000104453124
5100,6.916313e-05,8.586945e-08,3.134417e-05,0.00010059317
5200,6.678434e-05,8.6837176e-08,3.0232864e-05,9.710404e-05
5300,6.451393e-05,8.736113e-08,2.9185456e-05,9.378675e-05
5400,6.2331674e-05,8.75146e-08,2.8196017e-05,9.0615205e-05
5500,6.0221908e-05,8.7327436e-08,2.7259233e-05,8.7568464e-05
5600,5.8177062e-05,8.679835e-08,2.6370211e-05,8.463407e-05
5700,5.618747e-05,8.6007034e-08,2.55246e-05,8.1798076e-05
5800,5.424826e-05,8.4958664e-08,2.4719371e-05,7.905259e-05
5900,5.2359886e-05,8.372566e-08,2.3949393e-05,7.639301e-05
6000,5.051916e-05,8.22922e-08,2.3211618e-05,7.381307e-05
6100,4.872583e-05,8.0709796e-08,2.2503335e-05,7.130988e-05
6200,4.6979836e-05,7.901998e-08,2.182194e-05,6.888079e-05
6300,4.5280845e-05,7.7238695e-08,2.1164202e-05,6.652229e-05
6400,4.3630353e-05,7.537854e-08,2.0527923e-05,6.423365e-05
6500,4.2026564e-05,7.342778e-08,1.9912273e-05,6.201227e-05
6600,4.0469848e-05,7.141913e-08,1.93147e-05,5.985597e-05
6700,3.8961825e-05,6.94176e-08,1.8734445e-05,5.7765687e-05
6800,3.750033e-05,6.735328e-08,1.8168994e-05,5.5736677e-05
6900,3.608643e-05,6.5323924e-08,1.7618784e-05,5.3770535e-05
7000,3.4719946e-05,6.322277e-08,1.7081882e-05,5.1865052e-05
7100,3.340101e-05,6.114385e-08,1.6558235e-05,5.002039e-05
7200,3.212634e-05,5.9118605e-08,1.604706e-05,4.823252e-05
7300,3.0898307e-05,5.7096173e-08,1.554806e-05,4.650346e-05
7400,2.971762e-05,5.5067677e-08,1.5060941e-05,4.483363e-05
7500,2.8579707e-05,5.312993e-08,1.4585206e-05,4.3218042e-05
7600,2.7486993e-05,5.1220006e-08,1.4120367e-05,4.165858e-05
7700,2.6439597e-05,4.9368644e-08,1.3666899e-05,4.0155865e-05
7800,2.543511e-05,4.7569756e-08,1.3224412e-05,3.8707094e-05
7900,2.4473191e-05,4.5857057e-08,1.2792374e-05,3.731142e-05
8000,2.3553655e-05,4.426494e-08,1.2371736e-05,3.5969653e-05
8100,2.2676102e-05,4.267098e-08,1.19602655e-05,3.4679037e-05
8200,2.1845177e-05,4.0863757e-08,1.1554043e-05,3.3440087e-05
8300,2.8977536e-05,1.9909649e-07,1.3879206e-05,4.305584e-05
