EPOCH #,EQ Loss,IC Loss,BC Loss,Total Loss
0,3.7549596,0.20340124,0.9513126,4.909673
100,0.0675612,0.0030885641,0.020647874,0.09129764
200,0.004396446,0.000150952,0.0035502505,0.008097648
300,0.0026106292,0.00015611656,0.0025643418,0.005331088
400,0.0021173053,0.00013636754,0.0020712083,0.004324881
500,0.0018515168,0.00011296887,0.0017136766,0.0036781623
600,0.0026940994,0.00012892725,0.0012061574,0.004029184
700,0.0016434875,9.160976e-05,0.0013484994,0.0030835967
800,0.0015031645,7.6502605e-05,0.0012076779,0.002787345
900,0.0015480359,7.6748125e-05,0.0011375108,0.0027622948
1000,0.0012848286,6.546422e-05,0.0010572956,0.0024075885
1100,0.0012135721,6.176797e-05,0.0010060353,0.0022813752
1200,0.0011396297,5.8216032e-05,0.0009601534,0.0021579992
1300,0.0010641488,5.448462e-05,0.00091786875,0.0020365024
1400,0.0009892655,5.0484214e-05,0.0008785795,0.0019183292
1500,0.0009168669,4.6247784e-05,0.0008419631,0.0018050777
1600,0.00084831065,4.1906227e-05,0.0008073869,0.0016976038
1700,0.00078435434,3.763322e-05,0.00077348424,0.0015954719
1800,0.00072522165,3.3540575e-05,0.00073840795,0.0014971701
1900,0.00064792455,4.1568255e-05,0.00083381345,0.0015233062
2000,0.0006504178,3.004253e-05,0.0007125377,0.0013929979
2100,0.00061358546,2.598222e-05,0.0006661421,0.0013057098
2200,0.00063576247,2.9920371e-05,0.0006720548,0.0013377377
2300,0.00056238007,2.2157965e-05,0.00062075624,0.0012052943
2400,0.002014505,7.3414353e-06,0.00119541,0.0032172564
2500,0.00051540066,1.8325005e-05,0.00057960505,0.0011133308
2600,0.00048028622,1.4534012e-05,0.00052393635,0.0010187565
2700,0.0005618254,1.44170945e-05,0.0006668016,0.0012430442
2800,0.0004273057,1.0112182e-05,0.00046248033,0.00089989824
2900,0.0003857699,7.1613235e-06,0.00040164794,0.0007945792
3000,0.0003782617,5.108788e-06,0.00037507855,0.000758449
3100,0.00032158202,3.989194e-06,0.0003179684,0.0006435396
3200,0.00076341757,0.00015799103,0.0012034777,0.0021248863
3300,0.0002680594,2.5350696e-06,0.0002420412,0.0005126357
3400,0.00022905336,1.7991931e-06,0.0001986271,0.00042947964
3500,0.0002702955,8.478504e-06,0.00019574907,0.00047452308
3600,0.00018688262,1.3909707e-06,0.00014931824,0.00033759183
3700,0.00025053744,1.4421369e-06,0.00014785837,0.00039983794
3800,0.00015217846,1.1949567e-06,0.000114277806,0.00026765122
3900,0.00013118716,1.1353795e-06,9.533116e-05,0.0002276537
4000,0.00013511226,2.9061775e-06,9.965735e-05,0.00023767579
4100,0.00011087705,1.0077858e-06,7.662763e-05,0.00018851248
4200,0.00019612644,3.5714256e-05,0.00013482515,0.00036666583
4300,9.5770316e-05,9.303367e-07,6.2908075e-05,0.00015960872
4400,0.00014834994,2.6255875e-05,0.00023021927,0.00040482508
4500,8.49005e-05,8.406657e-07,5.348938e-05,0.00013923054
4600,0.0001388027,4.59387e-05,0.0002675451,0.0004522865
4700,7.611567e-05,6.8017573e-07,4.6116165e-05,0.00012291201
4800,0.000100624195,3.4330449e-06,4.5207045e-05,0.00014926428
4900,0.00014448146,1.2693073e-06,4.8532587e-05,0.00019428335
5000,6.846745e-05,4.597019e-07,3.8785205e-05,0.00010771236
5100,6.7121444e-05,5.653139e-07,3.769055e-05,0.0001053773
5200,6.590821e-05,5.667136e-07,3.699251e-05,0.000103467435
5300,6.476646e-05,5.652251e-07,3.628378e-05,0.000101615464
5400,6.3678875e-05,5.617695e-07,3.556507e-05,9.9805715e-05
5500,6.263615e-05,5.5647746e-07,3.483503e-05,9.802766e-05
5600,6.1630235e-05,5.495595e-07,3.4092758e-05,9.627255e-05
5700,6.0653463e-05,5.41468e-07,3.3341035e-05,9.453597e-05
5800,5.9701804e-05,5.3233356e-07,3.257644e-05,9.281058e-05
5900,5.876981e-05,5.2218877e-07,3.180352e-05,9.109552e-05
6000,5.785436e-05,5.112418e-07,3.102133e-05,8.938694e-05
6100,5.6950943e-05,4.9955236e-07,3.0232715e-05,8.768321e-05
6200,5.605723e-05,4.8747404e-07,2.943782e-05,8.598252e-05
6300,5.516957e-05,4.7492102e-07,2.8638404e-05,8.4282896e-05
6400,5.4287233e-05,4.6195555e-07,2.7836371e-05,8.258556e-05
6500,5.3406588e-05,4.4875816e-07,2.7032453e-05,8.08878e-05
6600,5.252581e-05,4.3549448e-07,2.6229582e-05,7.919089e-05
6700,5.1643005e-05,4.2190086e-07,2.542732e-05,7.749223e-05
6800,5.075631e-05,4.084531e-07,2.4627165e-05,7.5791926e-05
6900,4.9865022e-05,3.9518477e-07,2.3832705e-05,7.409291e-05
7000,4.896623e-05,3.8163026e-07,2.3043165e-05,7.239103e-05
7100,4.805988e-05,3.6849667e-07,2.2260918e-05,7.06893e-05
7200,4.714538e-05,3.5548837e-07,2.148702e-05,6.898789e-05
7300,4.6221754e-05,3.4267507e-07,2.0722455e-05,6.7286885e-05
7400,4.5287386e-05,3.3014481e-07,1.9968593e-05,6.558613e-05
7500,4.4342527e-05,3.1804376e-07,1.9225745e-05,6.388632e-05
7600,4.3387354e-05,3.0573864e-07,1.8495612e-05,6.21887e-05
7700,4.242184e-05,2.9400297e-07,1.7778439e-05,6.0494283e-05
7800,4.1445015e-05,2.8273695e-07,1.707458e-05,5.8802332e-05
7900,4.0458548e-05,2.7163455e-07,1.6385578e-05,5.7115758e-05
8000,3.946206e-05,2.6079044e-07,1.5711012e-05,5.5433862e-05
8100,5.0661638e-05,2.516736e-07,1.5625063e-05,6.653838e-05
8200,3.7624657e-05,2.4052895e-07,1.45972335e-05,5.246242e-05
8300,0.0007202143,2.083769e-07,5.8218397e-05,0.000778641
8400,3.58883e-05,2.0327418e-07,1.3612821e-05,4.97044e-05
8500,3.4947865e-05,2.1854198e-07,1.30464205e-05,4.8212827e-05
8600,3.493353e-05,1.622854e-07,1.2824253e-05,4.792007e-05
8700,3.3535158e-05,1.1347775e-07,1.25121305e-05,4.6160767e-05
8800,3.2860033e-05,1.825901e-07,1.1804123e-05,4.4846747e-05
8900,3.1852982e-05,2.0299305e-07,1.1377877e-05,4.343385e-05
9000,4.359467e-05,1.7174715e-07,1.1722493e-05,5.548891e-05
9100,3.061211e-05,1.4851457e-07,1.189512e-05,4.2655745e-05
9200,8.135707e-05,4.1360553e-07,1.6081198e-05,9.785188e-05
9300,0.00044194676,1.2377586e-06,6.0120554e-05,0.0005033051
9400,2.8307384e-05,1.6868424e-07,9.617299e-06,3.809337e-05
9500,3.6840942e-05,1.8706803e-07,1.0113501e-05,4.714151e-05
9600,2.7416843e-05,1.1684951e-07,9.8817445e-06,3.7415437e-05
9700,0.000103860824,1.6631552e-07,1.7465127e-05,0.00012149227
9800,2.587843e-05,1.564629e-07,8.483542e-06,3.4518434e-05
9900,2.615496e-05,9.221977e-08,9.073678e-06,3.5320856e-05
10000,2.4762818e-05,1.4975133e-07,7.9829115e-06,3.289548e-05
10100,9.827703e-05,9.7156395e-08,1.2888391e-05,0.000111262576
10200,2.3756636e-05,1.429829e-07,7.5306407e-06,3.143026e-05
10300,0.00010112971,6.472925e-07,2.2589009e-05,0.00012436602
10400,2.7137725e-05,9.9525195e-08,7.5707826e-06,3.4808032e-05
10500,2.3092409e-05,1.152888e-07,6.978959e-06,3.0186657e-05
10600,2.3212913e-05,1.3459189e-07,6.763397e-06,3.0110903e-05
10700,2.1468411e-05,1.2730293e-07,6.535034e-06,2.813075e-05
10800,0.00047350355,8.32945e-07,5.3351174e-05,0.00052768766
10900,2.072632e-05,1.2205103e-07,6.1986484e-06,2.704702e-05
11000,0.0002748289,3.6407064e-07,3.278965e-05,0.0003079826
11100,1.999841e-05,1.2398178e-07,5.890825e-06,2.6013216e-05
11200,2.3185581e-05,4.378121e-06,1.9684614e-05,4.724832e-05
11300,2.013502e-05,9.5312714e-08,5.68923e-06,2.5919562e-05
11400,4.7073587e-05,1.1389045e-07,8.990222e-06,5.6177698e-05
11500,1.8637385e-05,1.1534162e-07,5.3147605e-06,2.4067489e-05
11600,3.1552376e-05,1.1731354e-07,6.393854e-06,3.8063543e-05
11700,1.8063183e-05,1.1136242e-07,5.075712e-06,2.3250257e-05
11800,4.28572e-05,9.916903e-08,8.590176e-06,5.154654e-05
11900,1.7572664e-05,1.11495225e-07,4.8484685e-06,2.2532628e-05
12000,6.463307e-05,1.00303154e-07,1.1435897e-05,7.616928e-05
12100,1.7024879e-05,1.06989866e-07,4.625658e-06,2.1757525e-05
12200,3.6843845e-05,2.880798e-07,4.8189527e-06,4.195088e-05
12300,1.6556305e-05,1.0188084e-07,4.4205067e-06,2.1078693e-05
12400,2.0027974e-05,1.0134106e-07,4.6991604e-06,2.4828476e-05
12500,1.6110796e-05,1.0191277e-07,4.2387046e-06,2.0451413e-05
12600,4.9013703e-05,2.6159486e-07,4.5943934e-06,5.386969e-05
12700,1.575727e-05,9.8847885e-08,4.0816462e-06,1.9937765e-05
12800,1.5549354e-05,1.8693811e-07,4.081151e-06,1.9817442e-05
12900,2.3485487e-05,7.423685e-08,4.51535e-06,2.8075074e-05
13000,1.51215345e-05,9.552523e-08,3.83156e-06,1.904862e-05
13100,1.5254992e-05,8.0663696e-08,3.7882578e-06,1.9123912e-05
13200,1.9105877e-05,2.1529334e-07,4.5568636e-06,2.3878034e-05
